,model,unbalance_category,unbalance_method,balance_data_time,TP,FP,FN,TN,ACC,PRE,RECALL,F1,AUC,MCC,G_measure
76,KNeighborsClassifier,under_sampler,RandomUnderSampler,30,357,59,111,409,0.818,0.858,0.763,0.808,0.818,0.641,0.809
77,KNeighborsClassifier,under_sampler,NearMiss,30,360,51,108,417,0.83,0.876,0.769,0.819,0.83,0.665,0.821
78,KNeighborsClassifier,under_sampler,TomekLinks,29,373,59,95,409,0.835,0.863,0.797,0.829,0.835,0.673,0.83
79,KNeighborsClassifier,under_sampler,EditedNearestNeighbours,30,372,64,96,404,0.829,0.853,0.795,0.823,0.829,0.66,0.824
80,KNeighborsClassifier,under_sampler,RepeatedEditedNearestNeighbours,31,356,57,112,411,0.819,0.862,0.761,0.808,0.819,0.643,0.81
81,KNeighborsClassifier,under_sampler,AllKNN,31,355,53,113,415,0.823,0.87,0.759,0.811,0.823,0.651,0.812
82,KNeighborsClassifier,under_sampler,CondensedNearestNeighbour,33,363,56,105,412,0.828,0.866,0.776,0.818,0.828,0.66,0.82
83,KNeighborsClassifier,under_sampler,OneSidedSelection,29,344,48,124,420,0.816,0.878,0.735,0.8,0.816,0.641,0.803
84,KNeighborsClassifier,under_sampler,NeighbourhoodCleaningRule,31,349,41,119,427,0.829,0.895,0.746,0.814,0.829,0.667,0.817
85,KNeighborsClassifier,under_sampler,InstanceHardnessThreshold,36,360,61,108,407,0.819,0.855,0.769,0.81,0.819,0.642,0.811
86,KNeighborsClassifier,combine_sampler,SMOTEENN,42,351,44,117,424,0.828,0.889,0.75,0.813,0.828,0.664,0.816
87,KNeighborsClassifier,combine_sampler,SMOTETomek,60,347,59,121,409,0.808,0.855,0.741,0.794,0.808,0.621,0.796
88,DecisionTreeClassifier,None,None,None,442,21,26,124,0.923,0.955,0.944,0.95,0.9,0.79,0.95
89,DecisionTreeClassifier,over_sampler,SMOTEN,1026,446,14,22,454,0.962,0.97,0.953,0.961,0.962,0.923,0.961
90,DecisionTreeClassifier,over_sampler,KMeansSMOTE,1,445,20,23,125,0.93,0.957,0.951,0.954,0.906,0.807,0.954
91,DecisionTreeClassifier,over_sampler,RandomOverSampler,0,458,5,10,463,0.984,0.989,0.979,0.984,0.984,0.968,0.984
92,DecisionTreeClassifier,over_sampler,SMOTE,1,444,19,24,449,0.954,0.959,0.949,0.954,0.954,0.908,0.954
93,DecisionTreeClassifier,over_sampler,BorderlineSMOTE,4,453,16,15,452,0.967,0.966,0.968,0.967,0.967,0.934,0.967
94,DecisionTreeClassifier,over_sampler,ADASYN,5,451,23,17,451,0.958,0.951,0.964,0.958,0.958,0.915,0.958
95,DecisionTreeClassifier,over_sampler,SMOTENC,46,449,18,19,450,0.96,0.961,0.959,0.96,0.96,0.921,0.96
96,DecisionTreeClassifier,over_sampler,SVMSMOTE,33,452,16,16,452,0.966,0.966,0.966,0.966,0.966,0.932,0.966
97,DecisionTreeClassifier,under_sampler,ClusterCentroids,30,453,21,15,447,0.962,0.956,0.968,0.962,0.962,0.923,0.962
98,DecisionTreeClassifier,under_sampler,RandomUnderSampler,32,445,18,23,450,0.956,0.961,0.951,0.956,0.956,0.912,0.956
99,DecisionTreeClassifier,under_sampler,NearMiss,32,452,18,16,450,0.964,0.962,0.966,0.964,0.964,0.927,0.964
100,DecisionTreeClassifier,under_sampler,TomekLinks,36,454,18,14,450,0.966,0.962,0.97,0.966,0.966,0.932,0.966
101,DecisionTreeClassifier,under_sampler,EditedNearestNeighbours,32,452,16,16,452,0.966,0.966,0.966,0.966,0.966,0.932,0.966
102,DecisionTreeClassifier,under_sampler,RepeatedEditedNearestNeighbours,32,445,17,23,451,0.957,0.963,0.951,0.957,0.957,0.915,0.957
103,DecisionTreeClassifier,under_sampler,AllKNN,31,452,15,16,453,0.967,0.968,0.966,0.967,0.967,0.934,0.967
104,DecisionTreeClassifier,under_sampler,CondensedNearestNeighbour,34,454,17,14,451,0.967,0.964,0.97,0.967,0.967,0.934,0.967
105,DecisionTreeClassifier,under_sampler,OneSidedSelection,31,454,21,14,447,0.963,0.956,0.97,0.963,0.963,0.925,0.963
106,DecisionTreeClassifier,under_sampler,NeighbourhoodCleaningRule,32,452,17,16,451,0.965,0.964,0.966,0.965,0.965,0.929,0.965
107,DecisionTreeClassifier,under_sampler,InstanceHardnessThreshold,31,450,19,18,449,0.96,0.959,0.962,0.961,0.96,0.921,0.961
108,DecisionTreeClassifier,combine_sampler,SMOTEENN,29,447,14,21,454,0.963,0.97,0.955,0.962,0.963,0.925,0.962
109,DecisionTreeClassifier,combine_sampler,SMOTETomek,30,447,16,21,452,0.96,0.965,0.955,0.96,0.96,0.921,0.96
110,LogisticRegression,None,None,None,459,27,9,118,0.941,0.944,0.981,0.962,0.897,0.833,0.962
111,LogisticRegression,over_sampler,SMOTEN,1452,454,17,14,451,0.967,0.964,0.97,0.967,0.967,0.934,0.967
112,LogisticRegression,over_sampler,KMeansSMOTE,0,459,27,9,118,0.941,0.944,0.981,0.962,0.897,0.833,0.962
113,LogisticRegression,over_sampler,RandomOverSampler,0,444,25,24,443,0.948,0.947,0.949,0.948,0.948,0.895,0.948
114,LogisticRegression,over_sampler,SMOTE,1,449,16,19,452,0.963,0.966,0.959,0.962,0.963,0.925,0.962
115,LogisticRegression,over_sampler,BorderlineSMOTE,4,456,22,12,446,0.964,0.954,0.974,0.964,0.964,0.928,0.964
116,LogisticRegression,over_sampler,ADASYN,3,453,20,15,454,0.963,0.958,0.968,0.963,0.963,0.926,0.963
117,LogisticRegression,over_sampler,SMOTENC,51,454,17,14,451,0.967,0.964,0.97,0.967,0.967,0.934,0.967
118,LogisticRegression,over_sampler,SVMSMOTE,38,451,18,17,450,0.963,0.962,0.964,0.963,0.963,0.925,0.963
119,LogisticRegression,under_sampler,ClusterCentroids,53,444,18,24,450,0.955,0.961,0.949,0.955,0.955,0.91,0.955
120,LogisticRegression,under_sampler,RandomUnderSampler,32,447,20,21,448,0.956,0.957,0.955,0.956,0.956,0.912,0.956
121,LogisticRegression,under_sampler,NearMiss,33,448,23,20,445,0.954,0.951,0.957,0.954,0.954,0.908,0.954
122,LogisticRegression,under_sampler,TomekLinks,32,453,19,15,449,0.964,0.96,0.968,0.964,0.964,0.927,0.964
123,LogisticRegression,under_sampler,EditedNearestNeighbours,43,446,17,22,451,0.958,0.963,0.953,0.958,0.958,0.917,0.958
124,LogisticRegression,under_sampler,RepeatedEditedNearestNeighbours,34,451,21,17,447,0.959,0.956,0.964,0.96,0.959,0.919,0.96
125,LogisticRegression,under_sampler,AllKNN,38,452,15,16,453,0.967,0.968,0.966,0.967,0.967,0.934,0.967
126,LogisticRegression,under_sampler,CondensedNearestNeighbour,36,448,23,20,445,0.954,0.951,0.957,0.954,0.954,0.908,0.954
127,LogisticRegression,under_sampler,OneSidedSelection,36,453,19,15,449,0.964,0.96,0.968,0.964,0.964,0.927,0.964
128,LogisticRegression,under_sampler,NeighbourhoodCleaningRule,31,451,20,17,448,0.96,0.958,0.964,0.961,0.96,0.921,0.961
129,LogisticRegression,under_sampler,InstanceHardnessThreshold,40,445,23,23,445,0.951,0.951,0.951,0.951,0.951,0.902,0.951
130,LogisticRegression,combine_sampler,SMOTEENN,33,450,18,18,450,0.962,0.962,0.962,0.962,0.962,0.923,0.962
131,LogisticRegression,combine_sampler,SMOTETomek,32,451,21,17,447,0.959,0.956,0.964,0.96,0.959,0.919,0.96
132,AdaBoostClassifier,None,None,None,453,18,15,127,0.946,0.962,0.968,0.965,0.922,0.85,0.965
133,AdaBoostClassifier,over_sampler,SMOTEN,771,454,16,14,452,0.968,0.966,0.97,0.968,0.968,0.936,0.968
134,AdaBoostClassifier,over_sampler,KMeansSMOTE,1,453,18,15,127,0.946,0.962,0.968,0.965,0.922,0.85,0.965
135,AdaBoostClassifier,over_sampler,RandomOverSampler,0,453,2,15,466,0.982,0.996,0.968,0.982,0.982,0.964,0.982
136,AdaBoostClassifier,over_sampler,SMOTE,1,455,16,13,452,0.969,0.966,0.972,0.969,0.969,0.938,0.969
137,AdaBoostClassifier,over_sampler,BorderlineSMOTE,4,455,13,13,455,0.972,0.972,0.972,0.972,0.972,0.944,0.972
138,AdaBoostClassifier,over_sampler,ADASYN,4,456,14,12,460,0.972,0.97,0.974,0.972,0.972,0.945,0.972
139,AdaBoostClassifier,over_sampler,SMOTENC,38,457,13,11,455,0.974,0.972,0.976,0.974,0.974,0.949,0.974
140,AdaBoostClassifier,over_sampler,SVMSMOTE,30,455,13,13,455,0.972,0.972,0.972,0.972,0.972,0.944,0.972
141,AdaBoostClassifier,under_sampler,ClusterCentroids,29,456,18,12,450,0.968,0.962,0.974,0.968,0.968,0.936,0.968
142,AdaBoostClassifier,under_sampler,RandomUnderSampler,43,456,15,12,453,0.971,0.968,0.974,0.971,0.971,0.942,0.971
143,AdaBoostClassifier,under_sampler,NearMiss,29,455,21,13,447,0.964,0.956,0.972,0.964,0.964,0.927,0.964
144,AdaBoostClassifier,under_sampler,TomekLinks,32,455,13,13,455,0.972,0.972,0.972,0.972,0.972,0.944,0.972
145,AdaBoostClassifier,under_sampler,EditedNearestNeighbours,28,455,18,13,450,0.967,0.962,0.972,0.967,0.967,0.934,0.967
146,AdaBoostClassifier,under_sampler,RepeatedEditedNearestNeighbours,30,453,16,15,452,0.967,0.966,0.968,0.967,0.967,0.934,0.967
147,AdaBoostClassifier,under_sampler,AllKNN,28,455,16,13,452,0.969,0.966,0.972,0.969,0.969,0.938,0.969
148,AdaBoostClassifier,under_sampler,CondensedNearestNeighbour,29,457,17,11,451,0.97,0.964,0.976,0.97,0.97,0.94,0.97
149,AdaBoostClassifier,under_sampler,OneSidedSelection,30,455,14,13,454,0.971,0.97,0.972,0.971,0.971,0.942,0.971
150,AdaBoostClassifier,under_sampler,NeighbourhoodCleaningRule,31,456,13,12,455,0.973,0.972,0.974,0.973,0.973,0.947,0.973
151,AdaBoostClassifier,under_sampler,InstanceHardnessThreshold,28,455,16,13,452,0.969,0.966,0.972,0.969,0.969,0.938,0.969
152,AdaBoostClassifier,combine_sampler,SMOTEENN,30,456,15,12,453,0.971,0.968,0.974,0.971,0.971,0.942,0.971
153,AdaBoostClassifier,combine_sampler,SMOTETomek,42,455,14,13,454,0.971,0.97,0.972,0.971,0.971,0.942,0.971
